Id,Label,timeset,degree
18149,",""ROCKET RACER/ROBERT",,1
18150,",""CYBORG X/",,2
18151,",""CASSADA, ROSA",,1
18152,",""KEEVER",,1
18153,KEEVER,,3
18154,",""MASTERBLASTER/",,1
18155,",""POWERHOUSE II/",,1
18156,MASTERBLASTER/,,3
18157,POWERHOUSE II/,,3
18158,"BROOKS, ANNA",,8
18159,"GOONER, MELVIN",,9
18160,"THORPE, LUKE",,7
18161,",""GOONER, MELVIN",,2
18162,STYX II,,4
18163,",""RICKMAN, JONATHAN",,1
18164,RANDOM,,21
18165,",""RANDOM",,3
18166,UNCEGILA,,1
18167,VIGIL,,1
18168,VITCHEN,,10
18169,NUGENT,,10
18170,BRUTUS KLOR,,16
18171,SKARABROUS,,16
18172,MOLGOTHA,,16
18173,SIFFROR,,16
18174,MALEVOLENCE,,16
18175,PHEMOUS,,16
18176,THOG,,16
18177,VILIVEN,,16
18178,HEDRON,,16
18179,GLEEG,,7
18180,ALCHEMY/THOMAS JONES,,38
18181,JESTER II,,27
18182,",""JESTER II",,3
18183,EXECUTIONER IV,,18
18184,KNAVE,,19
18185,RED QUEEN,,19
18186,",""EXECUTIONER IV",,2
18187,",""STUART, BRIG. ALYSAN",,5
18188,",""VIXEN",,2
18189,NECROM,,28
18190,ANTI-PHOENIX,,17
18191,",""NECROM",,1
18192,",""KNAVE",,2
18193,",""RED QUEEN",,2
18194,",""SHADOWCAT 2013",,4
18195,"KLEIN, SHIRLEY",,15
18196,"KLEIN, STANLEY",,14
18197,"KEMEL, MEHMET",,27
18198,BRANSON,,11
18199,",""KLEIN, STANLEY",,2
18200,"GROVES, GEN. MCALLIS",,9
18201,",""KEMEL, MEHMET",,1
18202,",""BRANSON",,1
18203,",""BILLUPS, AGENT",,1
18204,",""GROVES, GEN. MCALLIS",,1
18205,ALANYA,,11
18206,"BUSIEK, KURT",,11
18207,"DAVID, PETER",,13
18208,",""ALANYA",,2
18209,",""BUSIEK, KURT",,2
18210,",""CHAKARA, KANU",,2
18211,",""WITHERS",,4
18212,WITHERS,,12
18213,"ENGLEHART, STEVE",,14
18214,HYENA/HENRY MORTONSO,,15
18215,SHARK/,,11
18216,"DELAZNY, CHARLES L.",,10
18217,",""DELAZNY, CHARLES L.",,3
18218,",""WATER WIZARD/PETE",,6
18219,MALICE II,,4
18220,CODY,,10
18221,",""FIFOLET",,1
18222,",""GRIS-GRIS",,1
18223,",""CODY",,1
18224,",""QUESTA",,1
18225,LUDI,,6
18226,",""LUDI",,1
18227,",""BLACK, CYRUS",,1
18228,NINGAL,,6
18229,"EISMAN, BETTY",,3
18230,"RUIZ, DR. BERNARDO",,3
18231,VIBRANIA/SHARA,,3
18232,KALMARI,,2
18233,CRIMSON DYNAMO/PROF.,,6
18234,CRIMSON DYNAMO II/BO,,3
18235,",""CRIMSON DYNAMO II/BO",,2
18236,MIDGET,,47
18237,",""TEMPEST/GRANNZ",,10
18238,",""NIGHTSIDE",,5
18239,",""ASTRA",,6
18240,",""SMASHER IV",,9
18241,",""EARTHQUAKE",,9
18242,",""MIDGET",,3
18243,",""TITAN",,5
18244,",""HOBGOBLIN",,4
18245,",""IMPULSE",,1
18246,TENPIN/ALVIN HEALEY,,17
18247,RINGLEADER,,17
18248,KNICK KNACK,,17
18249,BLUE STREAK/,,28
18250,",""BLUE STREAK/",,6
18251,EL JAGUAR,,48
18252,GRAPPLER,,38
18253,HELLRAZOR,,37
18254,STEEPLEJACK II/MAXWE,,34
18255,CYCLONE,,50
18256,",""CENTURY, TURNER D.",,1
18257,",""EL JAGUAR",,3
18258,",""CHEETAH",,1
18259,",""KRAKEN",,1
18260,",""MINDWAVE",,1
18261,",""GRAPPLER",,1
18262,",""HELLRAZOR",,1
18263,",""RAPIER",,1
18264,",""STEEPLEJACK II/MAXWE",,1
18265,",""BIRD MAN III/",,1
18266,",""CYCLONE",,2
18267,"RADD, FENNAN",,4
18268,",""PROTEUS II",,3
18269,",""IRIDIA [INHUMAN]",,1
18270,",""BARNETT, MIKE",,1
18271,AIR WALKER/ARLO SAMU,,2
18272,",""BLAIRE, CARTER",,7
18273,",""CAPUTO, DR. JULIA",,2
18274,",""NOCTURNE II/ANGELA C",,1
18275,",""MCBRIDE, BEATRICE",,2
18276,BLACK RAZER,,2
18277,PANTHER CUB/,,6
18278,MANT/ERNEST,,6
18279,SWORDSMAN IV/,,6
18280,"DARLEGUNG, GEN.",,6
18281,AMAZO-MAXI-WOMAN/,,6
18282,MISS THING/MARY,,6
18283,STERLING,,6
18284,",""SCARLET CENTURION",,9
18285,SERESTUS,,23
18286,",""TORG",,6
18287,",""SERESTUS",,4
18288,JEMIAH,,68
18289,NAGA,,3
18290,"ANDERSSEN, TANYA",,61
18291,TIMBERIUS II,,17
18292,",""TIMBERIUS II",,3
18293,",""ANDERSSEN, TANYA",,4
18294,",""NICODEMUS",,1
18295,",""CAT III/SHEN KUEI",,2
18296,",""REPTILLA",,2
18297,DEFENSOR,,124
18298,COLLECTIVE MAN,,133
18299,TALISMAN,,114
18300,",""DEFENSOR",,20
18301,",""COLLECTIVE MAN",,13
18302,",""GYPSY MOTH",,12
18303,",""ARABIAN KNIGHT/ABDUL",,9
18304,",""AJAK/TECUMOTZIN [ETE",,2
18305,",""TALISMAN",,8
18306,",""UNION JACK III/JOEY",,14
18307,",""WENDIGO/PAUL CARTIER",,3
18308,WENDIGO/PAUL CARTIER,,5
18309,BI-BEAST,,3
18310,",""BI-BEAST",,1
18311,",""PRETTY BOY",,2
18312,",""SKULLBUSTER",,2
18313,",""ADVERSARY",,5
18314,",""MORRELL, SABRINA",,4
18315,",""CONAN, NEAL",,3
18316,BERSERKER,,7
18317,",""BERSERKER",,5
18318,"IMMORTUS, MARCUS",,32
18319,",""ANTOINETTE, MARIE",,2
18320,",""IMMORTUS, MARCUS",,2
18321,PATCHWORK/KYLE BARKE,,8
18322,GEIGER/DELILAH DEEDE,,8
18323,"SHARP, TRINA",,8
18324,"PINKERTON, RUDY",,6
18325,CYNAS,,43
18326,SAPPHIRAS,,43
18327,FURGAR,,43
18328,TARGON,,43
18329,",""NEBULO",,1
18330,",""CYNAS",,1
18331,",""SAPPHIRAS",,1
18332,",""FURGAR",,1
18333,",""PULSSUS",,1
18334,",""TARGON",,1
18335,PORCAL,,36
18336,"FORTHWARD, KENT",,14
18337,"FLORES, JAMIE",,68
18338,",""MCCAMBRIDGE, MEGAN",,1
18339,",""SLICE/",,1
18340,",""FORTHWARD, KENT",,1
18341,",""FLORES, JAMIE",,7
18342,",""SIMON, ALEX FLORES",,7
18343,WONDER MAN DOPPELGAN,,64
18344,",""ROGUE DOPPELGANGER",,1
18345,",""WONDER MAN DOPPELGAN",,7
18346,",""PHIM, FATHER",,1
18347,"PHIM, FATHER",,22
18348,ANGKOR,,7
18349,ROCKWALL,,7
18350,",""SOPHIE",,1
18351,"THOMAS, DR. JOHN",,12
18352,",""WORTHINGTON, WARREN",,3
18353,",""THOMAS, DR. JOHN",,3
18354,MASTER MOLD,,29
18355,",""MARKO, KURT",,2
18356,"MARKO, KURT",,14
18357,NEEDLE,,36
18358,WORD,,7
18359,ULTIMA,,6
18360,",""ULTIMA",,1
18361,"TOLLIVER, SHERIFF JO",,12
18362,"SOUSA, PAUL",,12
18363,"APPLEBAUM, PHANTASY",,11
18364,",""APPLEBAUM, PHANTASY",,1
18365,MASTERMIND III,,14
18366,"COLLINS, EMMA",,9
18367,"RADCLIFFE, TODD",,12
18368,"CAMPBELL, VALERIE",,4
18369,"BRADDOCK, ELIZABETH",,4
18370,"BRADDOCK, JAMES",,11
18371,",""ROSS, COURTNEY",,2
18372,",""TANNER, JACKO",,1
18373,",""ANELLE",,5
18374,",""FIN/PETER NOBLE",,3
18375,BARRINGTON,,14
18376,"FROST, CORDELIA",,30
18377,"KAISHEK, HAAN",,7
18378,"KAISHEK, KIA",,8
18379,TUPA,,7
18380,",""KAISHEK, HAAN",,1
18381,",""KAISHEK, KIA",,1
18382,",""TUPA",,1
18383,MEGA MAX/,,9
18384,"CROWE, GERONIMO",,10
18385,MINI MAX/,,9
18386,CARGO,,10
18387,HARDWIRE/,,10
18388,PIGSKIN/,,10
18389,VANCE REBUS/,,10
18390,RECKLESS ERIC/,,10
18391,",""MEGA MAX/",,1
18392,",""CROWE, GERONIMO",,1
18393,",""MINI MAX/",,1
18394,",""CARGO",,1
18395,SEETAH,,4
18396,DEMOLITION MAN DOPPE,,21
18397,"BENWAY, DR.",,17
18398,",""BENWAY, DR.",,1
18399,",""CUTTHROAT/DANIEL LEI",,2
18400,",""BLACKWING/JOSEPH MAN",,5
18401,MALTZ,,9
18402,ARMAND,,9
18403,"SEWARD, ANNE",,9
18404,"SEWARD, DR. CHARLES",,9
18405,"SEWARD, ELISABETH",,9
18406,"SEWARD, JANE",,9
18407,"FLORESCU, ANTON",,9
18408,"PENNINGTON, AUDRA",,9
18409,MARVEL WOMAN | MUTAN,,65
18410,DR. STRANGE | MUTANT,,60
18411,VENDETTA | MUTANT X-,,10
18412,"FURY, NICK | MUTANT",,39
18413,STINGRAY | MUTANT X-,,62
18414,YELLOWJACKET II | MU,,63
18415,DOC SAMSON | MUTANT,,13
18416,"RICHARDS, REED | MUT",,74
18417,FIRESTAR | MUTANT X-,,13
18418,"STORM, JOHNNY | MUTA",,32
18419,",""DR. STRANGE | MUTANT",,8
18420,",""VENDETTA | MUTANT X-",,4
18421,",""FURY, NICK | MUTANT",,3
18422,",""STINGRAY | MUTANT X-",,5
18423,",""YELLOWJACKET II | MU",,3
18424,",""DOC SAMSON | MUTANT",,1
18425,",""RICHARDS, REED | MUT",,6
18426,",""FIRESTAR | MUTANT X-",,1
18427,",""STORM, JOHNNY | MUTA",,4
18428,LACE/,,3
18429,LEATHER/,,3
18430,"MIFUNE, DR.",,8
18431,RASPUTIN,,12
18432,"MARTINEZ, MR.",,7
18433,"MARTINEZ, AKASHA",,7
18434,",""MARTINEZ, AKASHA",,1
18435,"PEEL, EMMA",,24
18436,POPEYE,,26
18437,"STEED, JOHN",,29
18438,",""PEEL, EMMA",,7
18439,",""POPEYE",,5
18440,",""STEED, JOHN",,2
18441,CRIMSON DYNAMO IV/YU,,12
18442,",""CRIMSON DYNAMO IV/YU",,2
18443,",""FENSTER, RICHARD",,2
18444,DIONYSUS [GREEK GOD],,31
18445,",""DIONYSUS [GREEK GOD]",,4
18446,",""ATHENA [GREEK GOD]",,3
18447,",""VENUS/APHRODITE/VICT",,6
18448,MASTER OM,,11
18449,"SENREICH, GUNTHER",,11
18450,",""HIBBERT, ELLEN",,1
18451,CORONA/DAGNY FORREST,,9
18452,"FENTON, BARNEY",,8
18453,"FORRESTER, DR. CEDRI",,10
18454,",""CORONA/DAGNY FORREST",,1
18455,"SPERZEL, ANTON",,5
18456,",""WEISMAN, DR.",,1
18457,",""GAMESMASTER/JEREMY",,4
18458,"WEISMAN, DR.",,13
18459,GAMESMASTER/JEREMY,,30
18460,MONSTER FROM THE LOS,,10
18461,JENSKOT/ALIYA,,8
18462,"GANGER, CARMEN",,8
18463,DIGGER,,40
18464,LEVIATHAN II/EDWARD,,37
18465,RODOR,,4
18466,TINAC,,4
18467,BOUNTY,,14
18468,",""ROSE, HENRIETTA",,1
18469,TRYKUR,,13
18470,GRESIG,,13
18471,RU,,10
18472,BORROB,,10
18473,",""SKOOKA",,1
18474,",""PRADDA FOL",,1
18475,",""VORZEN",,1
18476,",""RU",,1
18477,",""BORROB",,1
18478,"REISS, JACOB",,5
18479,"MARLOPOLIS, EDGAR",,1
18480,"FALLON, HOWARD",,9
18481,",""COMMANDER COURAGE/",,1
18482,",""MAHA YOGI",,1
18483,"PENNYWORTH, J.C.",,34
18484,VIRAKO,,25
18485,CHI DEMON/PROFESSOR,,14
18486,TOMORROW HAWK/CEYOTE,,15
18487,"DEVEREAUX, IRIS",,15
18488,SPARX/AURELLE,,15
18489,PSYCHE II/PSYKOS/RON,,15
18490,",""CHI DEMON/PROFESSOR",,1
18491,TRAPPER/VOLA,,19
18492,PULSAR/PLOR,,15
18493,UNSEEN/UNAM,,9
18494,BREAKER/RAAK,,9
18495,"GRIMM, BEN | EARTH-A",,14
18496,"GRIMM, SUE STORM EAR",,13
18497,"RICHARDS, REED | EAR",,15
18498,SKY-WALKER,,4
18499,COPPERHEAD/LAWRENCE,,7
18500,",""SMITH, DR. ARMSTRONG",,1
18501,TORPEDO II/MICHAEL S,,4
18502,JACKHAMMER,,27
18503,",""JACKHAMMER",,2
18504,COGGER,,11
18505,KRUEL/VICTOR KRUELLE,,13
18506,"STITHY, THEODORE",,7
18507,"GARRETT, JOHN",,13
18508,HELLSPAWN,,6
18509,ELAMRON,,10
18510,"LUMPKIN, WILLIE | TI",,22
18511,"MCCALL, MEREDITH | T",,22
18512,"MURDOCK, MATT | TIME",,22
18513,"GRIMM, BEN | TIMESLI",,23
18514,DR. DOOM | TIMESLIDE,,23
18515,"STORM, SUE | TIMESLI",,23
18516,"STARK, HOWARD | TIME",,23
18517,"STARK, MARIA | TIMES",,23
18518,"JARVIS, EDWIN | TIME",,23
18519,"PARKER, MAY | TIMESL",,23
18520,"PARKER, PETER | TIME",,25
18521,",""LUMPKIN, WILLIE | TI",,3
18522,",""MCCALL, MEREDITH | T",,3
18523,",""MURDOCK, MATT | TIME",,3
18524,",""GRIMM, BEN | TIMESLI",,2
18525,",""DR. DOOM | TIMESLIDE",,2
18526,",""STORM, SUE | TIMESLI",,2
18527,",""STARK, HOWARD | TIME",,2
18528,",""STARK, MARIA | TIMES",,2
18529,",""JARVIS, EDWIN | TIME",,2
18530,",""PARKER, MAY | TIMESL",,2
18531,",""FATE, IAN",,1
18532,",""FORD, GERALD",,1
18533,"FORD, GERALD",,3
18534,KAA,,11
18535,",""KAA",,2
18536,",""DEVASTATOR/KIROV PET",,1
18537,DEVASTATOR/KIROV PET,,2
18538,FUSION/MARKLEY,,11
18539,BARKER,,11
18540,"MCCULLOUGH, DR. ANDR",,8
18541,"EARLE, CARYN",,11
18542,"WILLIFORD, BRENT",,8
18543,FREDD,,10
18544,WALKER,,7
18545,"OLAFSON, ERIC",,7
18546,",""WHITMAN, DEBRA",,3
18547,PICARO/FELIPE,,12
18548,",""PICARO/FELIPE",,1
18549,NOVA III/FRANKIE RAY,,11
18550,",""ABRAXAS",,2
18551,"BLAKE, KENT",,2
18552,",""BALOR",,3
18553,",""BRES",,3
18554,",""ELATHAN",,3
18555,",""CETHLANN",,3
18556,",""INDECH",,3
18557,",""TETHRA",,3
18558,",""DULB",,2
18559,BALOR,,23
18560,ELATHAN,,14
18561,CETHLANN,,15
18562,INDECH,,16
18563,TETHRA,,15
18564,DULB,,15
18565,INTELLIGENTSIA,,7
18566,"YORK, SANDY",,7
18567,HURRICANE II,,7
18568,"BAPTISTE, TANTE MATT",,5
18569,"STOKER, OLIVIER",,4
18570,ANIELLE,,4
18571,SYBIL,,4
18572,SISTER KATRINA,,4
18573,",""STOKER, OLIVIER",,1
18574,",""ANIELLE",,1
18575,",""SYBIL",,1
18576,",""SISTER KATRINA",,1
18577,",""MARAUDER",,2
18578,MARAUDER,,20
18579,"HILL, GEORGE",,3
18580,",""COLOSSUS 2013",,4
18581,",""STORM 2013",,4
18582,",""WOLVERINE 2013",,3
18583,",""MINERVA [KREE]",,8
18584,",""WILFORD, ETHAN",,3
18585,"WILFORD, ETHAN",,14
18586,MAGNOR,,9
18587,GRANITOR,,9
18588,"SIMON, FELIX",,20
18589,KOSHIMA,,12
18590,GAARD/JOHNNY STORM E,,21
18591,"MARIN, DR.",,22
18592,"RATLIFF, OFFICER LAR",,11
18593,DAY,,13
18594,GARM,,5
18595,SPHINX II,,49
18596,ASYLUM/,,26
18597,"JANES, FATHER MICHAE",,38
18598,",""JANES, FATHER MICHAE",,1
18599,",""SPHINX II",,1
18600,",""TERRAFORMER/SAM",,1
18601,",""ASTROVIK, ARNOLD",,1
18602,"SHAUNEGHANN, MICHAEL",,32
18603,"YAMIR, SASHA",,27
18604,"BARRENOS, OMAR",,28
18605,BEEF/,,27
18606,BEVATRON/,,28
18607,"HO, LI MUAN",,28
18608,",""SHAUNEGHANN, MICHAEL",,1
18609,",""YAMIR, SASHA",,1
18610,",""BARRENOS, OMAR",,1
18611,",""BEEF/",,1
18612,COLLECTIVE MAN II,,11
18613,NUWA,,11
18614,",""JARDINE",,3
18615,",""SCICLUNA, MICHELE",,1
18616,",""THREADGOLD",,1
18617,JARDINE,,19
18618,"SCICLUNA, MICHELE",,16
18619,THREADGOLD,,17
18620,MASTERMIND II/BOWERS,,2
18621,RAMROD,,12
18622,",""RAMROD",,1
18623,ACBA,,32
18624,EGMA,,32
18625,EDDA,,33
18626,",""TRUTH",,4
18627,",""ACBA",,2
18628,",""BEAUTY",,4
18629,",""EGMA",,2
18630,",""EDDA",,1
18631,",""CHARM",,3
18632,",""MARVEL BOY VI",,6
18633,",""STYGIAN STARBENDER",,3
18634,",""TRANTRA",,1
18635,",""REE",,1
18636,MARVEL BOY VI,,55
18637,STYGIAN STARBENDER,,41
18638,TRANTRA,,33
18639,REE,,33
18640,SARDAN,,20
18641,FAITH,,20
18642,THERMO II/,,15
18643,ANOMALY,,20
18644,",""WOODGOD",,2
18645,KID REAPER,,43
18646,",""KID REAPER",,3
18647,",""ORIGIN/PHYLLIS TWOMB",,1
18648,",""BLACK CROW/JESSE BLA",,6
18649,",""AQUARIAN/WUNDARR",,8
18650,"MARTINEZ, ALITHA",,36
18651,"LAMY, KELLY",,37
18652,"PALMIOTTI, JIMMY",,37
18653,"DAKESIAN, NANCI",,37
18654,"QUESADA, JOE",,37
18655,"SMITH, KEVIN",,37
18656,"EVERETT, BILL",,37
18657,"MCKENZIE, LYDIA",,39
18658,"QUINN, ASHLEY",,38
18659,"MILLER, FRANK",,39
18660,",""ZURI",,6
18661,",""RALF",,3
18662,",""MARTINEZ, ALITHA",,3
18663,",""LAMY, KELLY",,2
18664,",""PALMIOTTI, JIMMY",,2
18665,",""DAKESIAN, NANCI",,2
18666,",""BUTCH",,4
18667,",""QUESADA, JOE",,2
18668,",""OKOYE",,4
18669,",""SMITH, KEVIN",,2
18670,",""EIGHTBALL",,2
18671,",""EVERETT, BILL",,2
18672,",""MCKENZIE, LYDIA",,3
18673,",""QUINN, ASHLEY",,1
18674,",""POTTER, BETSY BEATTY",,1
18675,GABRIEL III,,10
18676,",""MURDOCK, SISTER MAGG",,2
18677,BAAL II,,6
18678,",""GABRIEL III",,1
18679,"FRANKLIN, JEREMY",,17
18680,"STAHL, VERONICA",,7
18681,",""FRANKLIN, JEREMY",,1
18682,",""SNIDER, DET. LOU",,2
18683,"HECK, DON",,10
18684,"ROMITA, JOHN",,9
18685,"TRIMPE, HERB",,9
18686,"SEVERIN, MARIE",,10
18687,",""ROMITA, JOHN",,1
18688,",""TRIMPE, HERB",,1
18689,"MURPHY, JOBOA",,13
18690,",""YONDU/YONDU UDONTA",,1
18691,",""MARTINEX",,1
18692,",""MAJOR VICTORY/MAJ. V",,1
18693,",""STARHAWK II/ALETA OG",,1
18694,",""CHARLIE 27",,1
18695,",""STARHAWK/STAKAR",,1
18696,",""MURPHY, JOBOA",,1
18697,",""NIKKI/NICHOLETTE GOL",,1
18698,MOBIUS,,5
18699,",""MOBIUS",,1
18700,",""JEMIAH",,1
18701,",""HARGEN",,1
18702,",""ESON [CELESTIAL]",,4
18703,DOCTOR MANDIBUS,,7
18704,"THORPE, GAVIN",,19
18705,",""BOONE",,2
18706,",""GRIM HUNTER/KRAVINOF",,1
18707,",""GREER, GABRIELLE",,1
18708,",""GREGOR",,1
18709,CRIME-MASTER/NICK LU,,8
18710,",""CRIME-MASTER/NICK LU",,1
18711,",""DOMANI, DINO",,1
18712,",""ROMANO, TONY",,1
18713,"ROMANO, TONY",,1
18714,"DOMANI, DINO",,1
18715,",""PRINCESS PEARLA",,3
18716,"PIKE, FRISCO",,8
18717,OLD WOMAN,,16
18718,WARFIST,,18
18719,",""ANCESTOR/",,2
18720,",""LICH",,2
18721,",""OLD WOMAN",,2
18722,",""YIN, DR. SU",,3
18723,"MILLER, TRACE",,13
18724,"MENDELSON, DR. MACK",,11
18725,COLD WARRIOR,,6
18726,DEATHTOLL,,9
18727,LEVITICUS,,5
18728,KARSANO,,4
18729,ISIS,,14
18730,"PARKER, MAY III",,22
18731,",""PARKER, MAY III",,2
18732,"HATCHWAY, VERNON",,34
18733,"RIORDAN, JIMMY",,13
18734,",""HATCHWAY, VERNON",,1
18735,AJES'HA,,14
18736,",""AJES'HA",,1
18737,CURSED LOTUS,,5
18738,WILD TIGER/DENG LING,,5
18739,"WOO, MAI YIN",,5
18740,"WOO, CHOW YUN",,5
18741,BERSERKER III,,17
18742,",""BERSERKER III",,4
18743,MENDICUS,,22
18744,HELLFIRE/MIKAL DRAGO,,4
18745,"DRAGONMEGAS, JESSIE",,4
18746,RED GUARDIAN IV,,18
18747,GLADIATRIX,,18
18748,FANTASIA,,19
18749,",""RED GUARDIAN IV",,1
18750,",""GLADIATRIX",,1
18751,ULTARNT,,13
18752,ELEJEA,,19
18753,BLACK WIDOW II/YELEN,,20
18754,"LENO, JAY",,14
18755,"SPRINGER, JERRY",,14
18756,VERITUS,,13
18757,ASTROLOGER/,,3
18758,",""TENKO, CARTER",,1
18759,",""HEDERMAN, LOTTIE",,1
18760,"HEDERMAN, LOTTIE",,4
18761,"TENKO, CARTER",,4
18762,MODT,,36
18763,",""MODT",,4
18764,",""KETCH, BARBARA",,1
18765,",""BUX",,2
18766,",""SCANLON, COMMANDER",,1
18767,",""JAM/JASMINE ARCHER",,2
18768,WYNTER,,19
18769,OPSIDIAN/,,19
18770,IRON MAIDEN II/,,19
18771,INTEGER,,19
18772,",""GAIA",,1
18773,",""TOY",,2
18774,",""LANN",,3
18775,",""PRINCE REY",,3
18776,",""GOLDBUG",,1
18777,BETTY-6,,21
18778,QUARRY,,17
18779,WATTS,,17
18780,PO,,21
18781,SHULK,,17
18782,CYBERSLIK,,21
18783,SLEEK,,21
18784,MOK,,21
18785,MO,,17
18786,LIBRITO,,21
18787,JOUST,,17
18788,FLO,,17
18789,KASPIN,,21
18790,CHAR,,21
18791,PREECHA,,17
18792,CHIRA,,12
18793,"AGARN, CAPT.",,12
18794,RAI,,12
18795,UNIT,,12
18796,"CHURCHILL, LORD",,47
18797,",""CHURCHILL, LORD",,2
18798,BURST/,,20
18799,"STEED, MR.",,20
18800,CRANUS,,13
18801,GULLO,,13
18802,TERRAX,,14
18803,",""TERRAX",,1
18804,FOOLKILLER/ROSS EVER,,2
18805,INSOMNIA/,,9
18806,"BRINKE, NIOMI",,9
18807,"GRIPPO, BILLY",,7
18808,"GRAZIA, VINCENT VINN",,8
18809,",""DAVIDOFF",,1
18810,"GATZ, WILLIAM BILLY",,8
18811,",""DRAGONESS",,6
18812,",""PRODIGAL/",,6
18813,PRODIGAL/,,50
18814,PIROUETTE/JOBETH,,39
18815,",""PIROUETTE/JOBETH",,1
18816,TENELLE,,12
18817,"NACHT, HERR",,18
18818,",""NACHT, HERR",,2
18819,",""KRAUS, DR. FREIDERIC",,3
18820,MARVEL BOY VIII/NOH-,,5
18821,MERREE,,4
18822,DR. MIDAS/,,9
18823,PLEX INTELLIGENCE,,5
18824,CAPTAIN GLORY,,4
18825,PIPER,,75
18826,",""PIPER",,6
18827,OUBLIETTE/,,3
18828,SYLPH,,3
18829,"SCHOENFELD, ELAINE",,16
18830,"RIVERS, JERRY",,16
18831,HEADMISTRESS/,,20
18832,DEAD HEAD/,,13
18833,THUNDERHEAD/,,13
18834,"FURY, DAWN",,18
18835,",""FURY, DAWN",,5
18836,",""GIGANTUS",,2
18837,",""LEVIATHAN II/EDWARD",,1
18838,",""SAUNDERS, KRISTINE",,1
18839,"MACKENZIE, DR. NEIL",,7
18840,",""MANN, DR. J. VERNON",,3
18841,REAVER/JOSHUA STRAGG,,3
18842,EXILE,,3
18843,",""EXILE",,1
18844,",""AGINAR",,3
18845,"REAGAN, NANCY",,15
18846,",""REAGAN, NANCY",,1
18847,",""DOMO",,1
18848,",""BEAUTIFUL DREAMER II",,5
18849,",""HEADCASE",,5
18850,",""TOTEM",,5
18851,",""GRACE",,5
18852,",""GLUB",,5
18853,",""DARCO",,5
18854,BEAUTIFUL DREAMER II,,19
18855,HEADCASE,,22
18856,TOTEM,,24
18857,GRACE,,22
18858,GLUB,,25
18859,DARCO,,23
18860,DEATHLOK IV,,14
18861,"SOLE, MAJOR REMINGTO",,15
18862,",""DEATHLOK IV",,5
18863,",""SOLE, MAJOR REMINGTO",,5
18864,SENSO,,11
18865,",""NUMBER ONE FAN/PROF.",,1
18866,NUMBER ONE FAN/PROF.,,10
18867,",""PHANTAZIA/",,1
18868,",""SHREW/MARILYN MAYCRO",,1
18869,SHREW/MARILYN MAYCRO,,20
18870,FLAMBE/,,13
18871,VAGUE/,,14
18872,BRIQUETTE/,,14
18873,TREMELO/,,14
18874,",""FLAMBE/",,1
18875,",""VAGUE/",,1
18876,",""TREMELO/",,1
18877,",""RHAPSODY/RACHEL ARGO",,1
18878,"KINCAID, MOSES",,13
18879,"QUINN, MIRANDA/M'RYN",,13
18880,"QUINN, MR.",,13
18881,"LONGBOW, DESIREE",,13
18882,"FEIFFER, DEPUTY BEAU",,13
18883,HOWLER II/ZED,,13
18884,"CONTRARES, ANASTASIA",,13
18885,",""QUINN, MIRANDA/M'RYN",,1
18886,",""QUINN, MR.",,1
18887,",""LONGBOW, DESIREE",,1
18888,",""FEIFFER, DEPUTY BEAU",,1
18889,",""HOWLER II/ZED",,1
18890,",""CONTRARES, ANASTASIA",,1
18891,"DEL HIERRO, BLANCA",,13
18892,",""BAXTER, ABIGAIL",,1
18893,",""DEL HIERRO, BLANCA",,1
18894,"HUNT, ROBERTA",,10
18895,DIZZIE,,11
18896,"ZELIG, LON",,11
18897,"O'MEARA, KATHLEEN",,11
18898,",""HUNT, ROBERTA",,1
18899,OBLITERATOR II,,12
18900,YSSA,,13
18901,",""OBLITERATOR II",,1
18902,OX II/DR. KARL STRAG,,4
18903,"HARRIS, BERNARD",,10
18904,",""HARRIS, BERNARD",,1
18905,BOX II/JERRY JAXXON,,12
18906,",""BOX II/JERRY JAXXON",,2
18907,REAPER,,4
18908,VENOMM,,8
18909,BARON MACABRE/,,7
18910,LORD KARNAJ,,7
18911,MALICE,,7
18912,KING CADAVER,,8
18913,",""LYNNE, MONICA",,8
18914,HAMES,,34
18915,",""HUXLEY, DR. HORATIO",,3
18916,",""HAMES",,3
18917,SOMBRE,,5
18918,VIRGO II,,36
18919,SAGITTARIUS II/,,28
18920,CANCER II/,,23
18921,LIBRA IV/,,23
18922,CAPRICORN II/,,23
18923,ARIES III/,,23
18924,TAURUS II/,,33
18925,"HADDOCK, DR. MYRA",,46
18926,PISCES II,,28
18927,AQUARIUS III/,,24
18928,SASQUATCH II,,58
18929,LEO II/,,24
18930,SISTER CHLOE,,30
18931,SCORPIO IV,,30
18932,",""VIRGO II",,2
18933,",""MANBOT/BERNIE LACHEN",,3
18934,",""SAGITTARIUS II/",,2
18935,",""CANCER II/",,2
18936,",""LIBRA IV/",,2
18937,",""CAPRICORN II/",,2
18938,",""ARIES III/",,2
18939,",""TAURUS II/",,2
18940,",""HADDOCK, DR. MYRA",,3
18941,",""PISCES II",,2
18942,",""RADIUS/JARED CORBO",,4
18943,",""AQUARIUS III/",,1
18944,",""SASQUATCH II",,3
18945,",""LEO II/",,1
18946,",""SISTER CHLOE",,1
18947,",""SCORPIO IV",,1
18948,"KILGREW, GERARD",,14
18949,"KILGREW, BASIL BETA",,15
18950,",""KILGREW, GERARD",,1
18951,DEXAM,,23
18952,BARON ZEBEK,,16
18953,",""RANN, COMMANDER ARCT",,1
